Date,Open,High,Low,Close,Volume
22-05-14,1.589400053,2.188879967,1.359089971,2.095580101,132918
23-05-14,2.051039934,3.434370041,2.051039934,2.963020086,266852
24-05-14,2.920389891,4.014239788,2.61777997,3.702450037,248028
25-05-14,4.043029785,4.043029785,2.803299904,3.138560057,283545
26-05-14,3.21897006,3.762350082,2.312020063,3.021859884,220148
27-05-14,3.033799887,3.033799887,2.06524992,2.208230019,97602.60156
28-05-14,2.240119934,2.846899986,1.906159997,2.268860102,177716
29-05-14,2.205440044,2.49409008,1.676530004,1.676530004,109157
30-05-14,1.676509976,1.866639972,1.082900047,1.567639947,119296
31-05-14,1.575039983,2.284640074,1.407699943,1.938539982,117399
01-06-14,1.936769962,2.56566,1.535140038,1.737450004,130602
02-06-14,1.764639974,1.941640019,1.599359989,1.729290009,47671.69922
03-06-14,1.730819941,2.095730066,1.653759956,1.930799961,91331.60156
04-06-14,1.930819988,1.988139987,1.711789966,1.805250049,51886.39844
06-06-14,1.462090015,1.507449985,1.173449993,1.240720034,100635
07-06-14,1.239770055,1.68938005,1.213150024,1.360759974,44187
08-06-14,1.360790014,1.438439965,1.241539955,1.335450053,40633.60156
09-06-14,1.332080007,1.640799999,1.269340038,1.524099946,56500.19922
10-06-14,1.478530049,2.392620087,1.307960033,1.725370049,182599
11-06-14,1.724220037,2.171880007,1.532840014,1.621430039,85735.29688
12-06-14,1.619279981,2.171819925,1.526309967,1.73514998,108619
13-06-14,1.651929975,1.957470059,1.624690056,1.924499989,84237
14-06-14,1.926460028,2.818720102,1.876009941,2.342089891,276919
15-06-14,2.324970007,2.74657011,2.251749992,2.692039967,150652
16-06-14,2.721250057,3.550339937,2.619329929,3.184870005,438776
17-06-14,3.152420044,3.30843997,2.722219944,2.820060015,228445
18-06-14,2.903800011,2.98465991,2.458090067,2.790280104,183102
19-06-14,2.781719923,3.524699926,2.681010008,3.132119894,283962
20-06-14,3.165990114,4.585939884,3.122900009,4.561150074,543764
21-06-14,4.333199978,5.854650021,4.13781023,5.010680199,723077
22-06-14,4.97961998,5.211890221,4.018519878,4.346749783,491984
23-06-14,4.277540207,4.820159912,3.765490055,3.981950045,433301
24-06-14,3.92595005,4.067820072,2.955169916,3.278729916,150995
25-06-14,3.227900028,3.387720108,2.633260012,3.387720108,217183
26-06-14,3.278789997,3.37612009,2.804800034,2.893889904,117740
27-06-14,2.981179953,3.004349947,2.072329998,2.200030088,250643
28-06-14,2.322269917,2.899179935,2.247869968,2.553879976,184970
29-06-14,2.551909924,2.755379915,2.264290094,2.544250011,138511
30-06-14,2.546269894,2.701669931,2.438750029,2.504620075,124575
01-07-14,2.505359888,2.647550106,2.337980032,2.34552002,98540.20313
02-07-14,2.337769985,2.544100046,2.256789923,2.312220097,101095
03-07-14,2.30505991,2.824150085,2.234460115,2.643549919,168532
04-07-14,2.644530058,2.997970104,2.541150093,2.644350052,148555
05-07-14,2.64248991,2.642620087,2.435270071,2.469449997,68524.5
06-07-14,2.47013998,2.482650042,2.287960052,2.397520065,77662.89844
07-07-14,2.399480104,2.400279999,1.948330045,1.990180016,111370
08-07-14,1.980239987,2.361619949,1.969159961,2.350189924,94992.60156
09-07-14,2.298500061,2.310400009,1.985530019,2.008899927,69553.89844
10-07-14,2.028709888,2.091150045,1.863360047,1.892289996,89099.20313
11-07-14,1.863240004,1.921440005,1.719699979,1.794810057,116666
12-07-14,1.794700027,1.938439965,1.720679998,1.731609941,65375.10156
13-07-14,1.732959986,1.974760056,1.462599993,1.788480043,122049
14-07-14,1.788439989,1.988790035,1.621299982,1.97081995,100284
15-07-14,1.95065999,2.195950031,1.787739992,2.112210035,136205
16-07-14,2.160330057,2.92847991,2.049269915,2.706029892,353430
17-07-14,2.70510006,3.581180096,2.638600111,2.978389978,503684
18-07-14,3.032819986,3.286959887,2.455090046,2.624830008,348336
19-07-14,2.592449903,3.068599939,2.544349909,2.879009962,169471
20-07-14,2.87928009,2.927299976,2.584630013,2.632649899,116853
21-07-14,2.674060106,3.144269943,2.647289991,3.085570097,243140
22-07-14,3.085829973,3.317229986,3.012979984,3.201090097,262049
23-07-14,3.200020075,3.239459991,2.836990118,2.91463995,274946
24-07-14,2.917239904,2.973069906,2.284749985,2.363409996,292547
25-07-14,2.366709948,2.714979887,2.310539961,2.714979887,182887
26-07-14,2.696589947,2.766520023,2.514290094,2.622800112,125320
27-07-14,2.622159958,2.645339966,2.450040102,2.551450014,111827
28-07-14,2.552649975,2.696799994,2.42118001,2.696799994,141903
29-07-14,2.697439909,2.804330111,2.564229965,2.617150068,272756
30-07-14,2.61796999,2.630100012,2.500260115,2.537420034,79829.60156
31-07-14,2.518899918,2.637000084,2.485249996,2.551660061,111065
01-08-14,2.565939903,2.667870045,2.493520021,2.667870045,145177
02-08-14,2.665400028,2.729150057,2.497999907,2.497999907,101031
03-08-14,2.49612999,2.49932003,2.2509799,2.361059904,144327
04-08-14,2.356070042,37.78089905,1.987200022,2.005120039,234647
05-08-14,2.009040117,2.195060015,1.978520036,2.153239965,94390.70313
06-08-14,2.202569962,2.281800032,2.128329992,2.189830065,76410.70313
07-08-14,2.189840078,2.238320112,2.099119902,2.141400099,88303.5
08-08-14,2.142810106,2.207459927,2.111999989,2.178570032,87502
09-08-14,2.171730042,2.178450108,2.081739902,2.101959944,72350.89844
10-08-14,2.050080061,2.115360022,1.987810016,2.055589914,80846.79688
11-08-14,2.043580055,2.167969942,1.933269978,2.079509974,132234
12-08-14,2.080080032,2.101959944,1.970020056,1.997290015,114580
13-08-14,1.997750044,2.039299965,1.834339976,1.898339987,89506.20313
